CountOfRecords,MAIN_CONDITION,MAIN_OPERATION,MAIN_OPERATION_B,OTHER_OPERATION_1,OTHER_OPERATION_1B,OTHER_OPERATION_2,OTHER_OPERATION_2B,OTHER_OPERATION_3,OTHER_OPERATION_3B
12,-1749,9969,,,,,,,
8,-1749,T122,,,,,,,
6,-1749,B279,T862,,,,,,
7,-1749,B283,Y902,,,,,,
33,-1749,L911,,X352,,,,,
13,-1759,X352,,,,,,,
11,-1759,,,,,,,,
10,-1799,6919,,,,,,,
11,-1799,X558,Y902,,,,,,
6,-1799,X352,,,,,,,
13,-1799,Q074,Q221,,,,,,
13,-1799,9999,,,,,,,
48,-1799,,,,,,,,
6,-1800,,,,,,,,
8,-1809,Q071,,T859,,,,,
40,-1809,7061,,7049,,,,,
53,-1809,X558,Y902,,,,,,
7,-1809,6931,,,,,,,
6,-1809,Q034,,P273,,,,,
8,-1809,7069,,6089,,,,,
6,-1809,6089,,,,,,,
7,-1809,Q033,,,,,,,
15,-1809,6919,,,,,,,
378,-1809,,,,,,,,
10,-1809,7061,,6089,,,,,
6,-1809,M459,,,,,,,
30,-1809,7053,,,,,,,
19,-1809,9939,,,,,,,
6,-1809,X339,,,,,,,
53,-1809,X352,,,,,,,
7,-1809,Q034,,Q103,,,,,
28,-1809,7061,,,,,,,
7,-1809,6089,,9799,,,,,
13,-1809,Q058,Y902,,,,,,
10,-1809,6921,,,,,,,
8,-1809,6929,,9039,,,,,
7,-1809,7049,,9799,,,,,
66,-1809,9999,,,,,,,
8,-1809,Q034,,M459,,,,,
14,-1809,6929,,,,,,,
8,-1809,9799,,,,,,,
13,-1809,9939,,7053,,,,,
9,-1809,9969,,,,,,,
9,-1809,P205,Y361,M459,,,,,
6,-1809,7049,,6089,,,,,
11,-1809,6969,,,,,,,
13,-1809,6089,,7069,,,,,
55,-1809,9611,,,,,,,
12,-1809,Q039,,M459,,,,,
16,-1809,Q034,,,,,,,
6,-1809,7049,,,,,,,
7,-1809,Q071,,,,,,,
11,-1809,Q074,Q221,,,,,,
10,-1809,Q074,,,,,,,
18,-1820,7053,,,,,,,
83,-1820,6919,,,,,,,
20,-1820,Q103,,,,,,,
6,-1820,Q074,Q221,T309,,,,,
7,-1820,Q103,,Q189,,,,,
6,-1820,Q103,Q559,,,,,,
12,-1820,Q181,,,,,,,
7,-1820,6919,,9039,,,,,
25,-1820,9999,,,,,,,
138,-1820,,,,,,,,
39,-1820,7049,,,,,,,
6,-1820,6961,,,,,,,
96,-1820,Q074,Q221,,,,,,
8,-1820,9939,,,,,,,
6,-1820,9939,,7053,,,,,
26,-1820,9611,,,,,,,
36,-1820,X558,Y902,,,,,,
16,-1820,6969,,,,,,,
13,-1820,6969,,6812,,,,,
6,-1830,T309,,T364,,,,,
17,-1830,Q074,Q221,T309,,,,,
25,-1830,T461,,,,,,,
42,-1830,X339,,,,,,,
558,-1830,9611,,,,,,,
6,-1830,6812,,4023,,,,,
610,-1830,X352,,,,,,,
8,-1830,6729,,,,,,,
14,-1830,Q221,,T309,,,,,
16,-1830,T309,,,,,,,
17,-1830,Q074,Q221,,,,,,
7,-1830,9439,,,,,,,
11,-1830,9999,,,,,,,
14,-1830,X558,Y902,,,,,,
19,-1830,4011,,,,,,,
23,-1830,Q074,Q221,T361,,,,,
30,-1830,6919,,,,,,,
8,-1830,4023,,6729,,,,,
12,-1830,X352,,X339,,,,,
9,-1830,7053,,,,,,,
23,-1830,6919,,4051,,,,,
7,-1830,6919,,4023,,,,,
8,-1830,4022,,,,,,,
1197,-1830,,,,,,,,
47,-1830,4023,,,,,,,
16,-1832,,,,,,,,
10,-1832,9611,,,,,,,
6,-1839,,,,,,,,
10,-1840,X352,,,,,,,
26,-1840,,,,,,,,
6,-1840,7053,,,,,,,
6,-1840,X558,Y902,,,,,,
6,-1844,9611,,,,,,,
13,-1844,7369,,,,,,,
11,-1844,X558,Y902,,,,,,
9,-1844,7379,,,,,,,
10,-1844,9999,,,,,,,
6,-1844,P059,,,,,,,
7,-1844,X352,,,,,,,
14,-1844,P091,,,,,,,
70,-1844,,,,,,,,
12,-1844,7391,,,,,,,
10,-1844,P054,,,,,,,
16,-1859,N051,,,,,,,
10,-1859,N061,,,,,,,
46,-1859,6419,,,,,,,
96,-1859,9999,,,,,,,
11,-1859,9929,,,,,,,
12,-1859,M702,,,,,,,
8,-1859,M752,,M651,,,,,
13,-1859,M794,,M651,,,,,
20,-1859,6339,,6089,,,,,
72,-1859,6319,,,,,,,
11,-1859,6372,,6089,,,,,
7,-1859,6339,,6419,,,,,
6,-1859,M708,,M459,,,,,
54,-1859,M459,,,,,,,
67,-1859,6089,,,,,,,
161,-1859,6339,,,,,,,
30,-1859,6309,,,,,,,
24,-1859,N052,,,,,,,
10,-1859,X558,Y902,X339,,,,,
8,-1859,X308,,,,,,,
8,-1859,6349,,,,,,,
31,-1859,9939,,,,,,,
8,-1859,M753,,M651,,,,,
17,-1859,6372,,,,,,,
11,-1859,N052,,M653,,,,,
12,-1859,6279,,,,,,,
1406,-1859,,,,,,,,
6,-1859,X332,,,,,,,
9,-1859,6339,,6429,,,,,
6,-1859,X552,Y902,,,,,,
35,-1859,X352,,,,,,,
11,-1859,M629,Y902,,,,,,
8,-1859,M451,,,,,,,
6,-1859,6039,,,,,,,
36,-1859,9611,,,,,,,
14,-1859,M702,,M459,,,,,
59,-1859,M452,,,,,,,
117,-1859,M651,,,,,,,
45,-1859,X339,,,,,,,
254,-1859,X558,Y902,,,,,,
64,-1859,6429,,,,,,,
9,-1859,N061,Z941,,,,,,
13,-1859,6089,,6372,,,,,
174,-1859,M653,,,,,,,
10,-1869,N063,,,,,,,
6,-1869,X352,,X339,,,,,
44,-1869,6419,,,,,,,
13,-1869,X558,Y902,,,,,,
14,-1869,N063,Z943,,,,,,
9,-1869,N063,Z942,,,,,,
19,-1869,9939,,,,,,,
129,-1869,,,,,,,,
102,-1869,9611,,,,,,,
27,-1869,9999,,,,,,,
210,-1869,X352,,,,,,,
8,-1874,9999,,,,,,,
7,-1874,X352,,,,,,,
27,-1874,,,,,,,,
9,-1874,6629,,,,,,,
7,-1880,6089,,,,,,,
8,-1887,X352,,,,,,,
31,-1889,M422,,M451,,,,,
7,-1889,M752,,M459,,,,,
45,-1889,6023,,,,,,,
398,-1889,6071,,,,,,,
8,-1889,M421,,M653,,,,,
1167,-1889,M459,,,,,,,
205,-1889,X352,,,,,,,
6,-1889,M343,,,,,,,
57,-1889,6199,,6089,,,,,
6,-1889,X558,Y902,X339,,,,,
16,-1889,M459,,M561,,,,,
20,-1889,9949,,,,,,,
14,-1889,6319,,,,,,,
6,-1889,X339,,,,,,,
6,-1889,M459,,M451,,,,,
45,-1889,6039,,6089,,,,,
8,-1889,6022,,,,,,,
41,-1889,M561,,,,,,,
74,-1889,9939,,,,,,,
7,-1889,M794,,M421,,,,,
6,-1889,X552,Y902,,,,,,
11,-1889,M421,,M451,,,,,
46,-1889,M459,,M421,,,,,
66,-1889,M498,Y902,,,,,,
42,-1889,9611,,,,,,,
1552,-1889,6089,,,,,,,
1491,-1889,,,,,,,,
169,-1889,6199,,,,,,,
16,-1889,M421,,M422,,,,,
7,-1889,M459,,M422,,,,,
100,-1889,6081,,,,,,,
1039,-1889,M421,,,,,,,
6,-1889,9929,,,,,,,
39,-1889,M459,,M651,,,,,
6,-1889,M752,,M651,,,,,
11,-1889,M499,Y902,,,,,,
45,-1889,M451,,M422,,,,,
201,-1889,M423,,,,,,,
6,-1889,6071,,6339,,,,,
9,-1889,6079,,,,,,,
202,-1889,M451,,,,,,,
6,-1889,M792,,M459,,,,,
7,-1889,6319,,6089,,,,,
14,-1889,6339,,,,,,,
13,-1889,M651,,M459,,,,,
136,-1889,9999,,,,,,,
9,-1889,M452,,,,,,,
23,-1889,6089,,6081,,,,,
8,-1889,M561,,M459,,,,,
78,-1889,M651,,,,,,,
18,-1889,M343,,M191,,,,,
6,-1889,M421,,M459,,,,,
7,-1889,M451,,M421,,,,,
14,-1889,6279,,6089,,,,,
8,-1889,6021,,,,,,,
165,-1889,6039,,,,,,,
113,-1889,X558,Y902,,,,,,
246,-1889,6071,,6089,,,,,
9,-1889,6029,,,,,,,
7,-1889,M428,,,,,,,
7,-1889,6012,,,,,,,
202,-1889,M422,,,,,,,
53,-1890,9611,,,,,,,
632,-1890,,,,,,,,
9,-1890,9939,,,,,,,
19,-1890,5671,,,,,,,
24,-1890,M025,Z943,,,,,,
26,-1890,X352,,,,,,,
30,-1890,M025,,,,,,,
87,-1890,5659,,,,,,,
12,-1890,M168,Y902,,,,,,
20,-1890,9999,,,,,,,
29,-1890,M025,Z942,,,,,,
12,-1890,6089,,,,,,,
43,-1890,X558,Y902,,,,,,
6,-1890,E491,,,,,,,
11,-1890,M459,,,,,,,
6,-1890,M029,Z943,,,,,,
13,-1890,X339,,,,,,,
7,-1890,M029,,,,,,,
6,-1891,M459,,,,,,,
8,-1891,X352,,,,,,,
23,-1891,,,,,,,,
20,-1892,,,,,,,,
13,-1892,6089,,,,,,,
6,-1892,5879,,,,,,,
12,-1892,X352,,,,,,,
14,-1893,,,,,,,,
48,-1900,,,,,,,,
8,-1900,1579,,,,,,,
7,-1900,1039,,,,,,,
8,-1905,,,,,,,,
16,-1906,9909,,9909,,,,,
51,-1906,1699,,,,,,,
204,-1906,,,,,,,,
19,-1906,1039,,,,,,,
6,-1909,1899,,,,,,,
19,-1909,,,,,,,,
148,-1910,,,,,,,,
20,-1910,9999,,,,,,,
9,-1910,X558,Y902,,,,,,
11,-1910,9939,,,,,,,
37,-1911,,,,,,,,
14,-1912,,,,,,,,
40,-1913,,,,,,,,
57,-1916,,,,,,,,
18,-1916,X352,,,,,,,
11,-1917,,,,,,,,
7,-1918,,,,,,,,
15,-1919,0011,,,,,,,
22,-1919,A029,,,,,,,
7,-1919,0554,,0011,,,,,
38,-1919,X558,Y902,,,,,,
6,-1919,X352,,,,,,,
10,-1919,A028,,,,,,,
28,-1919,9999,,,,,,,
11,-1919,0554,,,,,,,
380,-1919,,,,,,,,
8,-1919,A025,,,,,,,
8,-1919,9939,,,,,,,
12,-1919,A089,,,,,,,
10,-1919,A088,,,,,,,
14,-1921,,,,,,,,
7,-1922,,,,,,,,
24,-1939,X558,Y902,,,,,,
12,-1939,9939,,,,,,,
30,-1939,9989,,,,,,,
20,-1939,9999,,,,,,,
6,-1939,B128,Y902,,,,,,
13,-1939,B081,,,,,,,
107,-1939,,,,,,,,
17,-1939,X352,,,,,,,
10,-1939,0715,,,,,,,
6,-1939,0714,,,,,,,
13,-1939,9611,,,,,,,
6,-1939,0729,,,,,,,
42,-1940,,,,,,,,
6,-1940,9611,,,,,,,
7,-1941,,,,,,,,
10,-1943,X558,Y902,,,,,,
17,-1943,,,,,,,,
7,-1943,9999,,,,,,,
8,-1944,X373,,,,,,,
6,-1944,X352,,,,,,,
12,-1950,S068,Z473,,,,,,
14,-1950,X558,Y902,,,,,,
6,-1950,T851,,,,,,,
47,-1950,,,,,,,,
7,-1950,9939,,,,,,,
15,-1950,9139,,,,,,,
21,-1950,9999,,,,,,,
9,-1951,X352,,,,,,,
7,-1951,9999,,,,,,,
27,-1951,,,,,,,,
62,-1952,,,,,,,,
6,-1952,4023,,,,,,,
7,-1952,X352,,,,,,,
10,-1953,X352,,,,,,,
8,-1953,X558,Y902,,,,,,
30,-1953,,,,,,,,
7,-1954,S068,Z502,S358,Z502,,,,
6,-1954,S068,Z502,S379,Z502,,,,
12,-1954,S068,Z502,,,,,,
10,-1955,S068,Z504,S379,Z504,,,,
8,-1955,S068,Z504,,,,,,
18,-1955,S068,Z504,S358,Z504,,,,
13,-1955,,,,,,,,
6,-1960,T873,,,,,,,
6,-1960,T851,Z942,,,,,,
6,-1960,T872,,,,,,,
6,-1960,0801,,,,,,,
15,-1960,9611,,,,,,,
7,-1960,T851,,,,,,,
22,-1960,,,,,,,,
8,-1960,9059,,,,,,,
10,-1962,,,,,,,,
10,-1963,,,,,,,,
7,-1965,T855,,,,,,,
6,-1965,9039,,,,,,,
15,-1969,,,,,,,,
56,-1970,,,,,,,,
16,-1972,,,,,,,,
13,-1975,,,,,,,,
24,-1976,,,,,,,,
185,-1977,,,,,,,,
7,-1978,,,,,,,,
10,-1982,,,,,,,,
173,-1983,,,,,,,,
15,-1983,X558,Y902,,,,,,
11,-1983,9999,,,,,,,
10,-1984,,,,,,,,
6,-1985,9929,,,,,,,
25,-1985,X558,Y902,,,,,,
151,-1985,,,,,,,,
15,-1985,9999,,,,,,,
8,-1986,,,,,,,,
6,-1988,9999,,,,,,,
56,-1988,,,,,,,,
16,-1990,T309,,,,,,,
6,-1990,T461,,,,,,,
12,-1990,X352,,,,,,,
9,-1990,4029,,,,,,,
6,-1990,9939,,,,,,,
1584,-1990,,,,,,,,
7,-1990,E491,,,,,,,
24,-1990,4022,,,,,,,
9,-1990,9999,,,,,,,
7,-1990,G459,,,,,,,
23,-1990,4023,,,,,,,
25,-1991,X558,Y902,,,,,,
7,-1991,4023,,,,,,,
6,-1991,9929,,,,,,,
404,-1991,,,,,,,,
24,-1991,9999,,,,,,,
7,-1991,9611,,,,,,,
12,-1991,9939,,,,,,,
29,-1991,X352,,,,,,,
9,-2000,9939,,,,,,,
76,-2000,,,,,,,,
7,-2000,9611,,,,,,,
6,-2001,9059,,,,,,,
6,-2001,9939,,,,,,,
106,-2001,,,,,,,,
27,-2008,,,,,,,,
9,-2015,9611,,,,,,,
14,-2015,,,,,,,,
12,-2016,,,,,,,,
13,-2019,X352,,X362,,,,,
6,-2019,T872,,,,,,,
24,-2019,9999,,,,,,,
24,-2019,X352,,,,,,,
6,-2019,X352,,X339,,,,,
14,-2019,9059,,,,,,,
21,-2019,X558,Y902,,,,,,
45,-2019,9611,,,,,,,
8,-2019,0801,,,,,,,
11,-2019,9939,,,,,,,
531,-2019,,,,,,,,
43,-2020,,,,,,,,
42,-2021,,,,,,,,
9,-2022,,,,,,,,
46,-2024,,,,,,,,
33,-2028,X352,,X339,,,,,
9,-2028,4023,,,,,,,
6,-2028,L913,,,,,,,
9,-2028,T873,Z942,,,,,,
229,-2028,X352,,,,,,,
7,-2028,W365,,X352,,,,,
8,-2028,3409,,,,,,,
11,-2028,0801,,,,,,,
97,-2028,9999,,,,,,,
6,-2028,X339,,X352,,,,,
7,-2028,5409,,,,,,,
111,-2028,X558,Y902,,,,,,
13,-2028,L912,,X352,,,,,
11,-2028,L912,,,,,,,
117,-2028,9611,,,,,,,
7,-2028,7982,,,,,,,
36,-2028,X339,,,,,,,
6,-2028,T873,,,,,,,
6,-2028,E491,,,,,,,
32,-2028,9059,,,,,,,
10,-2028,9039,,,,,,,
9,-2028,X558,Y902,X352,,,,,
9,-2028,W365,Y667,,,,,,
7,-2028,4022,,,,,,,
31,-2028,9939,,,,,,,
11,-2028,T872,,,,,,,
10,-2028,W365,,,,,,,
2240,-2028,,,,,,,,
14,-2030,W365,,,,,,,
1344,-2030,,,,,,,,
12,-2030,L913,,,,,,,
7,-2030,X332,,,,,,,
7,-2030,W365,,X558,Y902,,,,
22,-2030,9611,,,,,,,
6,-2030,X339,,X352,,,,,
44,-2030,X352,,,,,,,
6,-2030,9939,,,,,,,
7,-2030,9439,,,,,,,
55,-2030,X558,Y902,,,,,,
31,-2030,9999,,,,,,,
12,-2030,L912,,X352,,,,,
57,-2030,X339,,,,,,,
7,-2030,L912,,,,,,,
12,-2031,,,,,,,,
7,-2040,0289,,,,,,,
11,-2040,L912,,,,,,,
8,-2040,A542,,X352,,,,,
37,-2040,A542,,,,,,,
33,-2040,X352,,,,,,,
11,-2040,A542,,A558,,,,,
8,-2040,A542,,W365,,,,,
6,-2040,X333,,,,,,,
9,-2040,9611,,,,,,,
14,-2040,7982,,0285,,,,,
13,-2040,7982,,,,,,,
374,-2040,,,,,,,,
481,-2041,,,,,,,,
6,-2041,9611,,,,,,,
6,-2041,X333,,,,,,,
7,-2041,X352,,X339,,,,,
15,-2041,X352,,,,,,,
6,-2041,9419,,,,,,,
34,-2041,X339,,,,,,,
70,-2049,,,,,,,,
15,-2050,X352,,X339,,,,,
25,-2050,X339,,,,,,,
647,-2050,,,,,,,,
7,-2050,W365,,X352,,,,,
6,-2050,7982,,,,,,,
10,-2050,W365,,L912,,,,,
9,-2050,7983,,,,,,,
30,-2050,9611,,,,,,,
7,-2050,X339,,X333,,,,,
6,-2050,W365,,X339,,,,,
6,-2050,9949,,,,,,,
11,-2050,L912,,,,,,,
20,-2050,X352,,,,,,,
8,-2050,L912,,X352,,,,,
7,-2050,9419,,,,,,,
147,-2051,,,,,,,,
9,-2051,X352,,,,,,,
17,-2051,X339,,,,,,,
10,-2052,,,,,,,,
8,-2053,,,,,,,,
70,-2059,,,,,,,,
9,-2060,,,,,,,,
36,-2070,,,,,,,,
39,-2080,,,,,,,,
7,-2081,,,,,,,,
60,-2089,,,,,,,,
12,-2100,2669,,,,,,,
6,-2100,2661,,,,,,,
25,-2101,F231,,,,,,,
12,-2101,F241,,,,,,,
9,-2101,,,,,,,,
9,-2101,2611,,,,,,,
26,-2101,2624,,,,,,,
21,-2102,2711,,,,,,,
7,-2102,F443,Z942,,,,,,
13,-2102,2719,,,,,,,
53,-2102,2709,,,,,,,
17,-2102,2702,,,,,,,
16,-2102,,,,,,,,
13,-2102,F442,Z942,,,,,,
11,-2102,F442,Z943,,,,,,
8,-2102,F442,,,,,,,
8,-2104,F321,,,,,,,
13,-2104,2663,,,,,,,
15,-2104,F281,,,,,,,
6,-2104,F421,,,,,,,
7,-2104,F382,,,,,,,
15,-2111,4319,,,,,,,
24,-2111,G459,,,,,,,
36,-2111,G451,,,,,,,
6,-2111,4311,,,,,,,
27,-2111,,,,,,,,
15,-2113,H122,,H229,,,,,
15,-2113,4669,,4689,,,,,
7,-2113,H281,,,,,,,
8,-2113,4681,,,,,,,
60,-2113,4669,,,,,,,
12,-2113,4609,,,,,,,
24,-2113,4689,,4669,,,,,
105,-2113,,,,,,,,
19,-2113,H251,,,,,,,
141,-2113,H221,,,,,,,
9,-2113,H204,,,,,,,
216,-2113,H229,,,,,,,
16,-2113,H289,,,,,,,
201,-2113,4689,,,,,,,
8,-2113,H261,,H229,,,,,
14,-2113,H259,,,,,,,
6,-2113,4689,,4501,,,,,
8,-2113,H079,,,,,,,
22,-2113,H231,,,,,,,
6,-2113,H129,,,,,,,
13,-2113,H122,,,,,,,
21,-2114,H412,,,,,,,
14,-2114,4689,,,,,,,
15,-2114,H251,,,,,,,
17,-2114,H221,,,,,,,
20,-2114,4739,,,,,,,
9,-2114,H231,,,,,,,
32,-2114,,,,,,,,
13,-2114,H281,,,,,,,
14,-2115,,,,,,,,
15,-2117,,,,,,,,
6,-2119,G451,,,,,,,
6,-2120,2112,,,,,,,
9,-2120,9139,,,,,,,
9,-2121,2439,,2449,,,,,
11,-2121,E369,,,,,,,
22,-2121,E341,,,,,,,
6,-2121,,,,,,,,
8,-2121,E361,,,,,,,
16,-2121,2449,,,,,,,
9,-2123,,,,,,,,
7,-2126,,,,,,,,
6,-2134,7942,,,,,,,
24,-2137,7942,,,,,,,
7,-2137,,,,,,,,
8,-2138,W082,,,,,,,
11,-2138,9169,,,,,,,
98,-2138,7942,,,,,,,
12,-2139,7942,,,,,,,
6,-2139,W082,Z906,,,,,,
7,-2149,S065,Z471,,,,,,
48,-2149,S065,Z482,,,,,,
7,-2149,B283,Z943,,,,,,
11,-2149,9129,,,,,,,
12,-2149,S068,Z499,,,,,,
11,-2149,S068,Z508,,,,,,
7,-2149,S068,Z539,,,,,,
33,-2149,S065,,,,,,,
11,-2149,S069,Z539,,,,,,
9,-2149,B283,Z942,,,,,,
9,-2149,S069,Z495,,,,,,
9,-2149,S068,Z495,,,,,,
16,-2149,S065,Z481,,,,,,
43,-2149,S068,Z504,,,,,,
10,-2149,S068,Z492,,,,,,
24,-2149,S068,Z498,,,,,,
33,-2149,S069,Z504,,,,,,
6,-2149,9139,,9129,,,,,
80,-2149,S069,,,,,,,
151,-2149,S068,,,,,,,
9,-2149,S069,Z529,,,,,,
12,-2149,S152,,,,,,,
46,-2149,S069,Z501,,,,,,
9,-2149,T013,,,,,,,
23,-2149,S068,Z493,,,,,,
11,-2149,9131,,,,,,,
12,-2149,S068,Z471,,,,,,
11,-2149,S069,Z498,,,,,,
13,-2149,S069,Z493,,,,,,
71,-2149,S068,Z501,,,,,,
19,-2149,S069,Z508,,,,,,
73,-2149,,,,,,,,
40,-2149,S069,Z494,,,,,,
46,-2149,S068,Z494,,,,,,
11,-2149,S069,Z492,,,,,,
740,-2149,9139,,,,,,,
178,-2149,9149,,,,,,,
30,-2150,9139,,,,,,,
8,-2150,,,,,,,,
17,-2150,9149,,,,,,,
7,-2150,S065,Z482,,,,,,
7,-2152,S152,,,,,,,
23,-2152,9139,,,,,,,
6,-2152,,,,,,,,
6,-2152,S068,,,,,,,
16,-2152,9149,,,,,,,
8,-2152,S068,Z501,,,,,,
16,-2152,S068,Z503,,,,,,
12,-2153,S068,Z504,,,,,,
8,-2153,S068,Z505,,,,,,
22,-2153,9139,,,,,,,
7,-2153,S152,,,,,,,
28,-2153,9149,,,,,,,
7,-2157,S068,Z494,,,,,,
11,-2157,9149,,,,,,,
7,-2157,9139,,,,,,,
13,-2159,,,,,,,,
7,-2160,S068,Z251,,,,,,
7,-2160,S065,Z251,,,,,,
75,-2160,F021,,,,,,,
30,-2160,9149,,,,,,,
7,-2160,,,,,,,,
8,-2160,F021,Z943,,,,,,
25,-2160,9139,,,,,,,
8,-2160,9129,,,,,,,
17,-2161,,,,,,,,
18,-2161,C111,Z942,,,,,,
12,-2161,C111,Z943,,,,,,
47,-2161,C121,Z943,,,,,,
48,-2161,C121,Z942,,,,,,
35,-2161,9149,,,,,,,
8,-2161,S065,Z164,,,,,,
17,-2161,9129,,,,,,,
54,-2161,9139,,,,,,,
39,-2161,1229,,,,,,,
9,-2161,C121,,,,,,,
8,-2162,D021,,,,,,,
15,-2162,1919,,,,,,,
22,-2162,D021,Z943,,,,,,
26,-2162,9149,,,,,,,
50,-2162,9139,,,,,,,
8,-2162,,,,,,,,
35,-2162,D021,Z942,,,,,,
8,-2162,9129,,,,,,,
19,-2163,S065,Z471,,,,,,
29,-2163,S065,Z475,,,,,,
26,-2163,S068,Z474,,,,,,
10,-2163,E091,Z942,,,,,,
13,-2163,S068,Z221,,,,,,
6,-2163,S068,Z162,,,,,,
58,-2163,S065,Z473,,,,,,
29,-2163,C101,Z942,,,,,,
104,-2163,S068,Z475,,,,,,
6,-2163,S065,Z221,,,,,,
273,-2163,9149,,,,,,,
9,-2163,E091,Z943,,,,,,
240,-2163,S068,Z473,,,,,,
6,-2163,S068,Z473,S068,Z504,,,,
19,-2163,S065,Z472,,,,,,
29,-2163,S065,Z479,,,,,,
22,-2163,S065,,,,,,,
6,-2163,S065,Z162,,,,,,
7,-2163,E091,,S065,Z482,,,,
6,-2163,E098,,,,,,,
6,-2163,S065,Z474,,,,,,
32,-2163,C101,Z943,,,,,,
10,-2163,S068,Z478,,,,,,
8,-2163,9131,,,,,,,
6,-2163,S069,Z473,,,,,,
6,-2163,9159,,,,,,,
51,-2163,9129,,,,,,,
69,-2163,S068,Z471,,,,,,
10,-2163,S068,,,,,,,
119,-2163,E091,,,,,,,
49,-2163,,,,,,,,
6,-2163,S068,Z479,S068,Z494,,,,
496,-2163,9139,,,,,,,
98,-2163,S068,Z479,,,,,,
42,-2163,S068,Z472,,,,,,
7,-2163,S065,Z479,S065,Z482,,,,
77,-2164,9149,,,,,,,
149,-2164,S065,Z482,,,,,,
17,-2164,9129,,,,,,,
15,-2164,,,,,,,,
9,-2164,S068,Z481,,,,,,
184,-2164,9139,,,,,,,
17,-2164,S068,Z482,,,,,,
56,-2164,S065,,,,,,,
92,-2164,S065,Z481,,,,,,
7,-2165,9149,,9209,,,,,
7,-2165,4099,,,,,,,
32,-2165,S068,Z491,,,,,,
10,-2165,S069,Z529,,,,,,
335,-2165,S068,Z494,,,,,,
72,-2165,S068,,,,,,,
33,-2165,S068,Z495,,,,,,
15,-2165,S068,Z499,,,,,,
60,-2165,S068,Z498,,,,,,
29,-2165,9129,,,,,,,
8,-2165,S068,Z529,,,,,,
29,-2165,,,,,,,,
8,-2165,S152,Z494,,,,,,
307,-2165,9149,,,,,,,
7,-2165,B283,Z943,,,,,,
6,-2165,S068,Z494,S068,Z493,,,,
7,-2165,B283,Z942,,,,,,
9,-2165,S068,Z494,S068,Z504,,,,
6,-2165,T313,,,,,,,
37,-2165,S068,Z492,,,,,,
140,-2165,S068,Z493,,,,,,
8,-2165,S068,Z539,,,,,,
9,-2165,S069,Z495,,,,,,
16,-2165,S069,,,,,,,
6,-2165,S069,Z493,,,,,,
427,-2165,9139,,,,,,,
19,-2165,S069,Z494,,,,,,
6,-2166,9131,,,,,,,
14,-2166,S068,Z508,,,,,,
6,-2166,S068,Z891,,,,,,
19,-2166,S069,Z501,,,,,,
35,-2166,S068,,,,,,,
162,-2166,S068,Z501,,,,,,
115,-2166,9149,,,,,,,
31,-2166,9129,,,,,,,
15,-2166,S068,Z498,,,,,,
35,-2166,S068,Z503,,,,,,
30,-2166,S068,Z502,,,,,,
17,-2166,,,,,,,,
16,-2166,S068,Z494,,,,,,
144,-2166,9139,,,,,,,
24,-2167,S068,Z506,,,,,,
9,-2167,9129,,,,,,,
28,-2167,S069,Z504,,,,,,
6,-2167,S092,Z504,,,,,,
161,-2167,9149,,,,,,,
51,-2167,S068,Z505,,,,,,
10,-2167,S152,Z504,,,,,,
29,-2167,S068,,,,,,,
167,-2167,9139,,,,,,,
9,-2167,9141,,,,,,,
24,-2167,,,,,,,,
274,-2167,S068,Z504,,,,,,
10,-2167,S068,Z504,S358,Z504,,,,
6,-2168,9139,,,,,,,
16,-2169,9129,,,,,,,
9,-2169,S068,,,,,,,
18,-2169,9149,,,,,,,
114,-2169,9139,,,,,,,
58,-2179,B283,,,,,,,
10,-2179,B329,,,,,,,
152,-2179,3879,,,,,,,
34,-2179,B322,,,,,,,
124,-2179,3811,,3879,,,,,
304,-2179,3811,,,,,,,
7,-2179,9149,,,,,,,
6,-2179,9139,,,,,,,
8,-2179,B283,,B322,,,,,
151,-2179,B283,Z942,,,,,,
9,-2179,B283,Z942,B322,Z942,,,,
6,-2179,B283,Z943,B322,Z943,,,,
159,-2179,B283,Z943,,,,,,
8,-2179,3883,,,,,,,
56,-2179,B322,Z943,,,,,,
45,-2179,B322,Z942,,,,,,
47,-2179,,,,,,,,
8,-2179,3819,,,,,,,
7,-2179,X352,,,,,,,
297,-2189,6969,,,,,,,
236,-2189,6919,,,,,,,
8,-2189,Q075,Q231,,,,,,
6,-2189,Q074,,T309,,,,,
43,-2189,Q103,,,,,,,
9,-2189,7049,,9799,,,,,
90,-2189,7049,,,,,,,
16,-2189,Q103,,Q189,,,,,
8,-2189,6961,,6811,,,,,
16,-2189,7001,,,,,,,
27,-2189,Q075,Q221,,,,,,
60,-2189,Q074,Q231,,,,,,
9,-2189,Q074,,M523,,,,,
8,-2189,6931,,,,,,,
16,-2189,T439,,,,,,,
6,-2189,6939,,,,,,,
8,-2189,6969,,6811,,,,,
11,-2189,6969,,6812,,,,,
55,-2189,,,,,,,,
8,-2189,Q092,,T309,,,,,
11,-2189,Q074,Q221,T309,,,,,
15,-2189,4011,,,,,,,
10,-2189,Q103,Q559,,,,,,
267,-2189,Q074,,,,,,,
19,-2189,P232,Q089,,,,,,
11,-2189,Q092,,,,,,,
20,-2189,6933,,,,,,,
8,-2189,9799,,7049,,,,,
238,-2189,Q074,Q221,,,,,,
7,-2189,Q188,Y082,,,,,,
27,-2189,Q181,,,,,,,
132,-2189,6961,,,,,,,
47,-2189,Q075,,,,,,,
