CountOfRecords,MAIN_CONDITION,MAIN_OPERATION,MAIN_OPERATION_B,OTHER_OPERATION_1,OTHER_OPERATION_1B,OTHER_OPERATION_2,OTHER_OPERATION_2B,OTHER_OPERATION_3,OTHER_OPERATION_3B
13,R102,Q075,Q221,,,,,,
7,R102,T413,,T439,,,,,
6,R102,H289,,,,,,,
7,R102,Q412,Y508,,,,,,
7,R102,T309,,,,,,,
8,R102,T439,,Q413,Z941,,,,
2915,R102,,,,,,,,
9,R102,Q074,Q231,,,,,,
31,R103,X558,Y532,,,,,,
8,R103,H221,Z276,,,,,,
13,R103,H013,,T463,,,,,
12,R103,H221,Z282,,,,,,
16,R103,H251,Z298,,,,,,
28,R103,U083,,,,,,,
13,R103,X352,,,,,,,
224,R103,X299,,,,,,,
17,R103,X558,Y903,X299,,,,,
38,R103,H221,Z298,,,,,,
15,R103,H012,,,,,,,
10,R103,H251,Z291,,,,,,
6,R103,G451,Z272,H259,,,,,
15,R103,H221,,,,,,,
12,R103,G459,,H259,,,,,
29,R103,X558,Y903,X558,Y903,,,,
9,R103,X382,,,,,,,
6,R103,S533,Y331,,,,,,
7,R103,H251,Z287,,,,,,
55,R103,X292,,,,,,,
7,R103,X292,,U082,,,,,
6,R103,H259,Z286,,,,,,
6,R103,T317,Z943,,,,,,
14,R103,H289,,X299,,X558,Y903,,
8,R103,X292,,U081,,,,,
17,R103,U092,,Q555,,,,,
411,R103,H259,,,,,,,
6,R103,X352,,X558,Y903,,,,
8,R103,X349,,X352,,,,,
8,R103,H019,,,,,,,
7,R103,U091,,,,,,,
30,R103,T423,,,,,,,
6,R103,U082,,X292,,,,,
42,R103,H013,Y752,,,,,,
45,R103,X312,,,,,,,
12,R103,H029,Y752,T463,,,,,
174,R103,X299,,X558,Y903,,,,
6,R103,Q103,,T439,,,,,
43,R103,G451,Z272,,,,,,
19,R103,H251,,,,,,,
20,R103,Q555,,,,,,,
86,R103,H289,,,,,,,
8,R103,U372,,,,,,,
9,R103,X558,Y903,X558,Y905,,,,
8,R103,U123,,,,,,,
6,R103,X299,,X352,,X558,Y903,,
18,R103,H289,,X299,,,,,
13,R103,X349,,X558,Y903,,,,
17,R103,T439,,T463,,,,,
7,R103,T439,Y223,,,,,,
21,R103,M479,,,,,,,
7,R103,T309,,,,,,,
60,R103,G451,,,,,,,
6,R103,H259,,X299,,,,,
6,R103,T439,,X349,,,,,
6,R103,T439,,X352,,X299,,,
116,R103,H013,,,,,,,
6,R103,U199,,,,,,,
24,R103,X298,,,,,,,
56,R103,H029,Y752,,,,,,
790,R103,T439,,,,,,,
22,R103,H289,,X558,Y903,,,,
57,R103,U081,,,,,,,
15,R103,T463,,,,,,,
12,R103,X299,,X558,Y903,X558,Y903,,
11,R103,H259,,X558,Y903,,,,
7,R103,H019,,T439,,,,,
9,R103,T317,,,,,,,
25,R103,H019,Y752,,,,,,
19,R103,X558,Y903,X349,,,,,
168,R103,G459,,,,,,,
16176,R103,,,,,,,,
7,R103,H259,,X558,Y905,,,,
9,R103,A735,Z538,,,,,,
12,R103,M451,,,,,,,
10,R103,X312,,X558,Y903,,,,
8,R103,X558,Y904,,,,,,
20,R103,T463,,T439,,,,,
31,R103,X558,Y905,,,,,,
9,R103,G451,Z274,,,,,,
7,R103,X298,,X558,Y903,,,,
7,R103,X352,,X299,,X558,Y903,X558,Y903
10,R103,A708,Y331,,,,,,
7,R103,U082,,U092,,,,,
9,R103,X558,Y903,X352,,,,,
6,R103,H221,Z287,,,,,,
22,R103,Q124,,,,,,,
6,R103,H251,Z288,,,,,,
77,R103,M459,,,,,,,
6,R103,T439,,Q121,,,,,
7,R103,Q555,,U092,,,,,
10,R103,X558,Y903,X312,,,,,
181,R103,U082,,,,,,,
177,R103,U092,,,,,,,
20,R103,X352,,X299,,X558,Y903,,
9,R103,H251,Z286,,,,,,
15,R103,H229,Z284,,,,,,
15,R103,T463,Y752,,,,,,
17,R103,X352,,X299,,,,,
8,R103,T431,,,,,,,
17,R103,T318,Y392,X558,Y903,,,,
13,R103,M459,M301,,,,,,
7,R103,U372,Z418,,,,,,
6,R103,T439,,Q103,,,,,
6,R103,H013,,X352,,X299,,,
7,R103,Q074,Q221,,,,,,
7,R103,H013,,T439,,,,,
71,R103,X349,,,,,,,
215,R103,H229,,,,,,,
12,R103,H221,Z288,,,,,,
1000,R103,X558,Y903,,,,,,
13,R103,T309,Z538,,,,,,
16,R103,T439,,X558,Y903,,,,
6,R103,H013,Y752,T463,,,,,
23,R103,A735,Z104,,,,,,
13,R104,J183,Y508,,,,,,
135,R104,U081,,,,,,,
7,R104,X558,Y903,J439,,,,,
6,R104,U073,,U199,,,,,
506,R104,H229,,,,,,,
428,R104,G451,,,,,,,
12,R104,H229,Z284,,,,,,
17,R104,H251,Z286,,,,,,
8,R104,X352,,X349,,,,,
9,R104,U082,,U083,,,,,
12,R104,G451,Z271,,,,,,
10,R104,H259,Z286,,,,,,
23,R104,H013,Y752,,,,,,
7,R104,U174,,,,,,,
8,R104,J389,J439,,,,,,
13,R104,G459,,U082,,,,,
15,R104,U162,,,,,,,
8,R104,J389,,,,,,,
10,R104,G451,Z272,H259,,,,,
31,R104,X352,,,,,,,
8,R104,X558,Y905,X558,Y903,,,,
25,R104,X558,Y903,X299,,,,,
45,R104,T309,,,,,,,
36,R104,G459,,X558,Y903,,,,
27,R104,X558,Y532,,,,,,
6,R104,H012,,T439,,,,,
19,R104,J459,,,,,,,
12,R104,X558,Y903,G459,,,,,
7,R104,U173,,,,,,,
17,R104,U199,,,,,,,
14,R104,X558,Y904,,,,,,
18,R104,H289,,X558,Y903,,,,
6,R104,T439,,Q121,,,,,
9,R104,H029,Y752,,,,,,
15,R104,U082,,U081,,,,,
14,R104,T413,,,,,,,
29,R104,H221,Z298,,,,,,
13,R104,X312,,X558,Y903,,,,
14,R104,H221,Z276,,,,,,
28,R104,G451,Z273,,,,,,
7,R104,Q399,,,,,,,
27,R104,X558,Y903,X349,,,,,
7,R104,T318,Y392,X558,Y903,,,,
6,R104,H221,Z294,,,,,,
8,R104,X292,,U083,,,,,
13,R104,X352,,X299,,,,,
13,R104,T413,,T439,,,,,
6,R104,G451,Z274,H229,,,,,
7,R104,U073,,U083,,X292,,,
7,R104,M459,M301,,,,,,
15,R104,U083,,U082,,,,,
9,R104,H259,,X558,Y903,,,,
30,R104,G459,,H229,,,,,
14,R104,H221,Z282,,,,,,
30,R104,U073,,U083,,,,,
16,R104,G451,Z278,H221,Z298,,,,
7,R104,U082,,G459,,,,,
29,R104,H019,Y752,,,,,,
6,R104,U082,,U092,,,,,
18,R104,U081,,U091,,,,,
374,R104,U082,,,,,,,
1466,R104,G459,,,,,,,
12,R104,U073,,,,,,,
6,R104,G459,,U251,,,,,
7,R104,H221,Z291,,,,,,
372,R104,G451,Z272,,,,,,
131,R104,G451,Z274,,,,,,
6,R104,G459,,H221,,,,,
6,R104,X558,Y903,G458,,,,,
6,R104,H289,,X299,,,,,
17,R104,T423,,,,,,,
24,R104,H251,Z291,,,,,,
7,R104,A735,Z538,,,,,,
7,R104,L473,,,,,,,
12,R104,X339,,,,,,,
39,R104,H221,,,,,,,
21,R104,X292,,U082,,,,,
690,R104,H259,,,,,,,
14,R104,U123,,,,,,,
10,R104,Q124,,,,,,,
6,R104,U372,,,,,,,
16,R104,T439,,X558,Y903,,,,
6,R104,U548,,,,,,,
13,R104,U372,Z418,,,,,,
8,R104,U329,,,,,,,
208,R104,X299,,,,,,,
6,R104,U073,,U083,,U082,,,
13,R104,U083,,U073,,,,,
10,R104,X558,,,,,,,
14,R104,H221,Z287,,,,,,
155,R104,J439,,,,,,,
7,R104,X299,,X558,Y903,X558,Y903,,
9,R104,Q555,,,,,,,
54,R104,H251,,,,,,,
12,R104,G451,Z272,H229,,,,,
6,R104,G451,Z274,H259,,,,,
9,R104,X349,,X558,Y903,,,,
20,R104,H221,Z288,,,,,,
8,R104,X352,,X299,,X558,Y903,,
29,R104,H251,Z298,,,,,,
48,R104,X558,Y903,X558,Y903,,,,
10,R104,H251,Z288,,,,,,
6,R104,T463,,,,,,,
6,R104,H221,Z286,,,,,,
7,R104,G451,Z272,U082,,,,,
6,R104,X558,Y903,H289,,,,,
11,R104,M479,,M473,,,,,
72,R104,M459,,,,,,,
15,R104,T439,,T463,,,,,
19,R104,X299,,X352,,,,,
94,R104,X299,,X558,Y903,,,,
6,R104,X292,,U073,,U083,,,
11,R104,U128,Y533,,,,,,
9,R104,X558,Y903,X312,,,,,
76,R104,X349,,,,,,,
7,R104,G451,Z272,X558,Y903,,,,
74,R104,X312,,,,,,,
11,R104,G451,Z278,H221,Z288,,,,
12,R104,U082,,X292,,,,,
139,R104,X292,,,,,,,
10,R104,H281,,,,,,,
18,R104,G451,,H251,,,,,
12,R104,X558,Y903,X558,Y905,,,,
10,R104,H229,,G459,,,,,
1311,R104,X558,Y903,,,,,,
9,R104,A579,Y821,,,,,,
8,R104,X332,,,,,,,
79,R104,G451,Z278,,,,,,
10,R104,X352,,X558,Y903,,,,
30,R104,U092,,,,,,,
8,R104,H251,Z287,,,,,,
876,R104,T439,,,,,,,
66,R104,X558,Y905,,,,,,
6,R104,M451,,,,,,,
6,R104,U212,Z927,,,,,,
42,R104,H013,,,,,,,
8,R104,U199,,U073,,,,,
7,R104,J183,Y752,,,,,,
11,R104,G478,,,,,,,
99,R104,G458,,,,,,,
15,R104,G459,,G451,,,,,
12,R104,G451,,H259,,,,,
31,R104,H019,,,,,,,
59,R104,U083,,,,,,,
14,R104,H251,Z294,,,,,,
6,R104,H221,Z289,,,,,,
95,R104,H289,,,,,,,
6,R104,G451,Z279,,,,,,
19,R104,X298,,,,,,,
58,R104,G459,,H259,,,,,
13,R104,H019,,T439,,,,,
12,R104,T463,,T439,,,,,
6,R104,T439,Y752,,,,,,
27368,R104,,,,,,,,
11,R104,T431,,,,,,,
9,R104,U083,,X292,,,,,
20,R104,M479,,,,,,,
7,R104,M459,M309,,,,,,
7,R11X,X558,Y902,,,,,,
7,R11X,X349,,X352,,,,,
11,R11X,U081,,,,,,,
13,R11X,G451,Z271,,,,,,
50,R11X,G451,Z278,,,,,,
7,R11X,G459,,G451,,,,,
21,R11X,G459,,H259,,,,,
7,R11X,G441,Z275,,,,,,
14,R11X,H259,,,,,,,
12,R11X,U548,,,,,,,
9,R11X,U083,,,,,,,
6,R11X,U073,,U199,,,,,
11,R11X,X352,,X299,,,,,
200,R11X,G451,Z272,,,,,,
8,R11X,X558,Y905,,,,,,
11,R11X,J439,,,,,,,
7,R11X,G443,,,,,,,
74,R11X,G451,Z274,,,,,,
6,R11X,G305,,,,,,,
25,R11X,U199,,,,,,,
153,R11X,X558,Y903,,,,,,
8,R11X,M479,,,,,,,
253,R11X,X292,,,,,,,
12,R11X,G451,Z273,,,,,,
12,R11X,H229,,,,,,,
7,R11X,U051,,,,,,,
9,R11X,G451,Z272,X299,,,,,
17,R11X,X339,,,,,,,
22,R11X,X558,Y904,,,,,,
47,R11X,G458,,,,,,,
7,R11X,X558,Y903,X558,Y903,,,,
18,R11X,A559,,,,,,,
8,R11X,G448,,,,,,,
41,R11X,X352,,,,,,,
41,R11X,X298,,,,,,,
7,R11X,G451,,H259,,,,,
8,R11X,G451,Z274,H259,,,,,
13,R11X,T439,,,,,,,
13,R11X,X299,,X352,,,,,
12,R11X,U199,,U073,,,,,
6,R11X,X729,,,,,,,
843,R11X,G459,,,,,,,
133,R11X,X299,,,,,,,
24,R11X,U082,,,,,,,
7,R11X,L912,,,,,,,
6,R11X,X292,,U082,,,,,
19,R11X,X332,,,,,,,
6,R11X,U052,,,,,,,
12,R11X,X299,,X558,Y903,,,,
206,R11X,G451,,,,,,,
12786,R11X,,,,,,,,
8,R11X,G459,,X558,Y903,,,,
58,R11X,X349,,,,,,,
14,R11X,G478,,,,,,,
10,R12X,G459,,H259,,,,,
222,R12X,G459,,,,,,,
60,R12X,G451,,,,,,,
44,R12X,G451,Z272,,,,,,
116,R12X,,,,,,,,
36,R13X,G458,,,,,,,
192,R13X,G451,,,,,,,
44,R13X,G448,,G341,,,,,
10,R13X,E369,,E259,,G169,,,
23,R13X,G443,Z271,,,,,,
20,R13X,G342,,,,,,,
83,R13X,G451,Z271,,,,,,
13,R13X,G191,,,,,,,
12,R13X,E369,,E259,,,,,
1492,R13X,G459,,,,,,,
10,R13X,G478,,,,,,,
9,R13X,G459,,H229,,,,,
11,R13X,G441,Z275,,,,,,
20,R13X,G448,,,,,,,
8,R13X,G342,,G448,,,,,
10,R13X,G441,,,,,,,
34,R13X,G448,,G342,,,,,
22,R13X,E369,,,,,,,
315,R13X,G451,Z272,,,,,,
18,R13X,G169,,E369,,E259,,,
74,R13X,G443,,,,,,,
12,R13X,E259,,G169,,,,,
6,R13X,G451,Z273,,,,,,
9,R13X,G459,Z271,,,,,,
41,R13X,G183,,,,,,,
16,R13X,G199,,E369,,E259,,,
1984,R13X,,,,,,,,
6,R13X,U199,,U073,,,,,
10,R13X,E369,,E259,,G199,,,
11,R13X,E369,,G169,,,,,
8,R13X,E259,,,,,,,
19,R13X,X299,,,,,,,
6,R13X,U199,,,,,,,
8,R13X,E361,,,,,,,
30,R13X,G153,,,,,,,
51,R13X,E369,,G199,,,,,
10,R13X,E361,,G199,,,,,
7,R13X,E369,,G191,,,,,
43,R13X,X558,Y904,,,,,,
31,R13X,G451,Z274,,,,,,
52,R13X,G451,Z278,,,,,,
23,R13X,X292,,,,,,,
7,R13X,U173,,,,,,,
25,R13X,G169,,,,,,,
12,R13X,E259,,E369,,G169,,,
27,R13X,G441,Z271,,,,,,
10,R13X,G169,,E369,,,,,
11,R13X,E259,,G199,,,,,
18,R13X,G199,,E369,,,,,
97,R13X,G445,,,,,,,
7,R13X,G199,,E259,,,,,
7,R13X,G445,Z272,,,,,,
71,R13X,G199,,,,,,,
9,R13X,E253,,,,,,,
27,R13X,X558,Y903,,,,,,
9,R13X,G459,,H259,,,,,
12,R13X,G154,,,,,,,
12,R14X,H229,,,,,,,
50,R14X,G459,,,,,,,
9,R14X,H289,,,,,,,
10,R14X,G451,Z274,,,,,,
19,R14X,G451,,,,,,,
25,R14X,X558,Y903,,,,,,
38,R14X,H259,,,,,,,
13,R14X,G451,Z272,,,,,,
435,R14X,,,,,,,,
17,R15X,H418,,,,,,,
235,R15X,,,,,,,,
31,R15X,H502,,,,,,,
52,R15X,A701,Z112,,,,,,
33,R15X,H444,,,,,,,
6,R15X,H251,Z291,,,,,,
49,R15X,H418,Y903,,,,,,
180,R15X,H463,,,,,,,
20,R15X,H229,,,,,,,
53,R15X,A487,Z112,,,,,,
100,R15X,H259,,,,,,,
19,R15X,A483,Z112,,,,,,
45,R15X,A704,Z112,,,,,,
10,R15X,H509,Y642,S628,Y021,,,,
6,R160,X558,Y903,,,,,,
45,R160,,,,,,,,
23,R161,W365,,,,,,,
67,R161,,,,,,,,
23,R162,,,,,,,,
10,R17X,T462,,,,,,,
11,R17X,X299,,X558,Y903,,,,
34,R17X,U082,,,,,,,
163,R17X,X558,Y903,,,,,,
7,R17X,G459,,,,,,,
33,R17X,X558,Y903,X558,Y903,,,,
13,R17X,J402,,,,,,,
10,R17X,J421,,,,,,,
26,R17X,J459,,,,,,,
1199,R17X,,,,,,,,
8,R17X,U081,,,,,,,
178,R17X,J439,,,,,,,
6,R17X,J439,,X558,Y903,,,,
6,R17X,X558,Y903,J439,,,,,
6,R17X,J132,,,,,,,
6,R17X,X352,,X299,,X558,Y903,,
8,R18X,T124,,,,,,,
27,R18X,T462,Y532,,,,,,
6,R18X,T461,,X558,Y903,,,,
9,R18X,T462,Z942,,,,,,
226,R18X,T461,,,,,,,
9,R18X,X339,,,,,,,
10,R18X,T461,Z943,,,,,,
40,R18X,X558,Y903,,,,,,
7,R18X,T461,Y532,,,,,,
9,R18X,T462,,X342,,,,,
16,R18X,T462,,T462,,,,,
9,R18X,T462,Z943,,,,,,
7,R18X,T463,,,,,,,
10,R18X,U082,,,,,,,
13,R18X,T462,,X558,Y903,,,,
9,R18X,T122,,,,,,,
7,R18X,T469,,,,,,,
12,R18X,T462,,G459,,,,,
11,R18X,T461,Z942,,,,,,
1580,R18X,T462,,,,,,,
23,R18X,G459,,,,,,,
11,R18X,T462,,X339,,,,,
1340,R18X,,,,,,,,
8,R18X,T462,,U082,,,,,
7,R190,Q074,Q221,,,,,,
6,R190,T309,,,,,,,
8,R190,G459,,,,,,,
19,R190,T439,,,,,,,
10,R190,X551,Z319,,,,,,
7,R190,X299,,X558,Y903,,,,
67,R190,X558,Y903,,,,,,
14,R190,X558,Y903,X558,Y903,,,,
15,R190,H259,,,,,,,
435,R190,,,,,,,,
22,R190,H229,,,,,,,
13,R194,U174,,,,,,,
7,R194,U175,,,,,,,
24,R194,G459,,,,,,,
598,R194,H229,,,,,,,
17,R194,H229,Z284,,,,,,
20,R194,H259,Z299,,,,,,
19,R194,G459,,H259,,,,,
8,R194,X558,Y903,,,,,,
9,R194,H204,,,,,,,
11,R194,H221,Z286,,,,,,
8,R194,G459,,H229,,,,,
11,R194,H281,,,,,,,
54,R194,H221,Z291,,,,,,
45,R194,H289,,,,,,,
130,R194,H251,,,,,,,
150,R194,H251,Z291,,,,,,
89,R194,H221,Z298,,,,,,
47,R194,H221,Z288,,,,,,
376,R194,,,,,,,,
20,R194,G451,Z274,,,,,,
31,R194,H221,Z287,,,,,,
17,R194,H251,Z288,,,,,,
14,R194,H221,Z276,,,,,,
9,R194,H221,Z282,,,,,,
10,R194,H229,Z286,,,,,,
89,R194,H221,,,,,,,
1015,R194,H259,,,,,,,
9,R194,H251,Z287,,,,,,
28,R194,X558,Y905,,,,,,
105,R194,H251,Z298,,,,,,
6,R194,G459,,H251,,,,,
48,R194,H251,Z294,,,,,,
10,R194,G451,,,,,,,
21,R194,H221,Z294,,,,,,
41,R194,H251,Z286,,,,,,
18,R195,H221,Z294,,,,,,
8,R195,H221,Z298,,,,,,
42,R195,H251,Z294,,,,,,
33,R195,H221,,,,,,,
16,R195,G459,,,,,,,
8,R195,H221,Z288,,,,,,
28,R195,H251,Z298,,,,,,
31,R195,H259,,,,,,,
6,R195,X558,Y905,,,,,,
7,R195,H221,Z287,,,,,,
255,R195,,,,,,,,
313,R195,H229,,,,,,,
34,R195,H204,,,,,,,
7,R196,F341,,,,,,,
8,R198,G451,Z274,,,,,,
39,R198,H259,,,,,,,
28,R198,G451,,,,,,,
57,R198,,,,,,,,
218,R198,G451,Z272,,,,,,
9,R198,H229,,,,,,,
138,R198,G459,,,,,,,
8,R198,G451,Z278,,,,,,
9,R198,G445,,,,,,,
40,R200,,,,,,,,
7,R201,,,,,,,,
13,R202,A558,,,,,,,
796,R202,,,,,,,,
91,R202,A559,,,,,,,
45,R202,X558,Y903,,,,,,
6,R202,U051,,,,,,,
9,R203,,,,,,,,
19,R208,A558,,,,,,,
934,R208,,,,,,,,
6,R208,X298,,,,,,,
18,R208,X292,,,,,,,
66,R208,X558,Y903,,,,,,
8,R208,A559,,X558,Y903,,,,
185,R208,A559,,,,,,,
20,R21X,X292,,,,,,,
7,R21X,S152,Z504,,,,,,
11,R21X,A559,,,,,,,
2839,R21X,,,,,,,,
314,R220,,,,,,,,
7,R220,U052,,,,,,,
13,R220,X558,Y903,,,,,,
296,R221,,,,,,,,
14,R221,T872,,,,,,,
21,R221,X558,Y903,,,,,,
8,R221,S151,Z482,,,,,,
20,R221,T872,Z942,,,,,,
22,R221,T872,Z943,,,,,,
23,R221,S065,Z482,,,,,,
14,R222,X558,Y903,,,,,,
13,R222,S069,Z493,,,,,,
155,R222,,,,,,,,
6,R222,S069,Z492,,,,,,
18,R223,S069,Z503,,,,,,
8,R223,S069,Z502,,,,,,
32,R223,,,,,,,,
18,R223,S069,Z501,,,,,,
12,R224,S069,Z504,,,,,,
191,R224,,,,,,,,
12,R224,S069,Z505,,,,,,
28,R224,X558,Y903,,,,,,
10,R227,,,,,,,,
40,R229,,,,,,,,
255,R230,,,,,,,,
37,R231,,,,,,,,
38,R232,,,,,,,,
342,R233,,,,,,,,
27,R234,,,,,,,,
154,R238,,,,,,,,
14,R250,,,,,,,,
199,R251,,,,,,,,
9,R251,A559,,,,,,,
6,R251,X558,Y903,,,,,,
25,R252,A542,Y381,,,,,,
13,R252,X558,Y903,,,,,,
7,R252,A559,,,,,,,
242,R252,,,,,,,,
132,R253,,,,,,,,
17,R258,X558,Y903,,,,,,
7,R258,A559,,,,,,,
442,R258,,,,,,,,
6,R260,X302,,,,,,,
73,R260,,,,,,,,
7,R260,X558,Y903,,,,,,
10,R260,A559,,,,,,,
513,R262,,,,,,,,
122,R263,,,,,,,,
6,R268,A559,,X558,Y903,,,,
23,R268,X332,,,,,,,
19,R268,U548,,,,,,,
56,R268,X292,,,,,,,
8,R268,X352,,,,,,,
13,R268,X298,,,,,,,
63,R268,A559,,,,,,,
14082,R268,,,,,,,,
7,R268,U082,,,,,,,
8,R268,U055,,,,,,,
11,R268,U052,,U055,,,,,
7,R268,U073,,U199,,,,,
24,R268,X299,,,,,,,
227,R268,X558,Y903,,,,,,
10,R268,X299,,X558,Y903,,,,
29,R268,U114,,,,,,,
28,R268,U199,,,,,,,
24,R268,U052,,,,,,,
6,R268,X558,Y903,A559,,,,,
17,R268,X558,Y903,X558,Y903,,,,
6,R268,U051,,U199,,,,,
22,R268,M479,,,,,,,
10,R268,G459,,,,,,,
34,R268,U051,,,,,,,
45,R268,U199,,U073,,,,,
18,R268,X339,,,,,,,
8,R268,U073,,,,,,,
19,R268,K668,,,,,,,
24,R270,X558,Y903,,,,,,
26,R270,A559,,,,,,,
243,R270,,,,,,,,
7,R270,U052,,,,,,,
10,R278,X558,Y903,,,,,,
55,R278,,,,,,,,
20,R290,,,,,,,,
12,R291,,,,,,,,
19,R293,,,,,,,,
7,R296,M473,,,,,,,
54,R296,M479,,,,,,,
11424,R296,,,,,,,,
10,R296,G459,,,,,,,
69,R296,U549,,,,,,,
55,R296,U548,,,,,,,
485,R298,,,,,,,,
24,R298,X558,Y903,,,,,,
12,R298,X302,,,,,,,
51,R298,A559,,,,,,,
8,R300,M432,,,,,,,
145,R300,M459,,,,,,,
14,R300,M451,,,,,,,
9,R300,X558,Y903,,,,,,
48,R300,M494,,,,,,,
181,R300,,,,,,,,
10,R300,M459,Z421,,,,,,
18,R309,,,,,,,,
12,R309,M459,,,,,,,
12,R31X,M459,,M479,,,,,
90,R31X,M459,,X558,Y903,,,,
43,R31X,M479,,M473,,,,,
7,R31X,M471,,M479,,,,,
7,R31X,U216,Z411,,,,,,
9,R31X,M131,Y532,,,,,,
315,R31X,M451,,,,,,,
96,R31X,M131,,,,,,,
12,R31X,M471,,M473,,,,,
9,R31X,X558,Y903,X558,Y903,,,,
7,R31X,M451,M301,,,,,,
131,R31X,X558,Y903,,,,,,
110,R31X,M459,M301,,,,,,
9,R31X,M651,,,,,,,
9,R31X,M764,,,,,,,
22,R31X,M453,,,,,,,
116,R31X,M479,,,,,,,
4857,R31X,M459,,,,,,,
18,R31X,U123,,,,,,,
7,R31X,M459,M302,,,,,,
10,R31X,M471,,M459,,,,,
24,R31X,M478,,,,,,,
6,R31X,M453,Y111,,,,,,
256,R31X,M459,Z421,,,,,,
15,R31X,M422,,M451,,,,,
9,R31X,M475,,,,,,,
6,R31X,M472,,M471,,,,,
9,R31X,M111,,,,,,,
9,R31X,G459,,,,,,,
6,R31X,M422,,M471,,,,,
17,R31X,M473,,M479,,,,,
8,R31X,L434,,,,,,,
27,R31X,X332,,,,,,,
15,R31X,M458,,,,,,,
8,R31X,M131,Z942,,,,,,
11,R31X,M479,,M471,,,,,
6,R31X,M492,,,,,,,
29,R31X,M422,,,,,,,
10,R31X,X299,,,,,,,
9,R31X,M309,Z942,,,,,,
29,R31X,X339,,,,,,,
7,R31X,M792,,M459,,,,,
15,R31X,M382,,,,,,,
3933,R31X,,,,,,,,
14,R31X,M451,,M422,,,,,
10,R31X,M459,M309,,,,,,
73,R31X,M472,,,,,,,
8,R31X,M764,,M459,,,,,
7,R31X,X292,,,,,,,
6,R31X,M301,,,,,,,
78,R31X,M421,,,,,,,
6,R31X,M459,,M792,,,,,
14,R31X,U123,Z418,,,,,,
8,R31X,X299,,X558,Y903,,,,
9,R31X,U082,,,,,,,
9,R31X,M653,,,,,,,
174,R31X,M471,,,,,,,
6,R31X,M459,,M478,,,,,
8,R31X,M763,,,,,,,
28,R31X,M459,,M471,,,,,
58,R31X,M455,,,,,,,
6,R31X,M479,,M472,,,,,
57,R31X,M473,,,,,,,
21,R31X,M452,,,,,,,
17,R31X,M459,Y829,,,,,,
17,R31X,X312,,,,,,,
9,R31X,M301,Z943,,,,,,
10,R32X,M459,,M478,Y442,,,,
15,R32X,M191,,,,,,,
20,R32X,M538,,,,,,,
486,R32X,,,,,,,,
10,R32X,M563,,,,,,,
313,R32X,M459,,,,,,,
9,R32X,M472,,,,,,,
8,R32X,M533,,,,,,,
8,R32X,M492,,,,,,,
7,R32X,M498,,,,,,,
12,R32X,M459,,M471,,,,,
14,R32X,M523,,,,,,,
8,R32X,H463,,,,,,,
9,R32X,X558,Y903,,,,,,
49,R32X,M382,,,,,,,
46,R32X,M478,Y442,,,,,,
20,R32X,M451,,,,,,,
24,R32X,M479,,,,,,,
44,R32X,M382,,M459,,,,,
6,R32X,M478,Y442,M459,,,,,
9,R32X,M459,,M382,,,,,
6,R32X,M459,,M479,,,,,
8,R32X,M478,,,,,,,
16,R32X,M434,,,,,,,
19,R33X,M662,,,,,,,
8,R33X,M473,,M479,,M473,,M479,
266,R33X,M473,,,,,,,
114,R33X,M472,,,,,,,
15,R33X,M382,,M459,,,,,
40,R33X,M653,,,,,,,
30,R33X,M498,,,,,,,
1759,R33X,M479,,,,,,,
19,R33X,M459,,M471,,,,,
7,R33X,M478,,X558,Y903,,,,
7,R33X,M478,Y442,,,,,,
13,R33X,P263,,,,,,,
7,R33X,M478,,M473,,M478,,,
10,R33X,M473,,M479,,X558,Y903,,
6,R33X,X299,,M479,,M473,,M479,
448,R33X,M478,,,,,,,
6,R33X,M471,,M472,,,,,
5959,R33X,,,,,,,,
8,R33X,X558,Y903,M473,,M479,,,
68,R33X,X558,Y903,,,,,,
10,R33X,M479,,M473,,M479,,X558,Y903
9,R33X,M473,,X558,Y903,,,,
22,R33X,M459,,M479,,,,,
25,R33X,M479,,X558,Y903,,,,
8,R33X,U123,,,,,,,
16,R33X,X558,Y903,M473,,,,,
166,R33X,M382,,,,,,,
151,R33X,M459,,,,,,,
7,R33X,X299,,,,,,,
13,R33X,M451,,,,,,,
461,R33X,M471,,,,,,,
6,R33X,M459,,M478,,,,,
52,R33X,M651,,,,,,,
54,R33X,M479,,M473,,M479,,,
15,R33X,U548,,,,,,,
19,R33X,M654,,,,,,,
125,R33X,M473,,M479,,,,,
11,R33X,M479,,M473,,X558,Y903,,
7,R33X,M471,,M473,,,,,
7,R33X,M471,,M459,,,,,
17,R33X,M481,,,,,,,
9,R33X,M421,,,,,,,
11,R33X,M479,,M472,,,,,
11,R33X,M479,,M459,,,,,
6,R33X,M792,,M459,,,,,
14,R33X,M492,,,,,,,
8,R33X,M475,,,,,,,
204,R33X,M479,,M473,,,,,
17,R33X,M478,,M472,,,,,
44,R33X,M478,,M473,,,,,
6,R33X,X558,Y903,M479,,M473,,M479,
8,R33X,M459,,M472,,,,,
50,R34X,,,,,,,,
8,R35X,M651,,,,,,,
7,R35X,M764,,M459,,,,,
121,R35X,M451,,,,,,,
14,R35X,M459,,M764,,,,,
8,R35X,M459,,M792,,,,,
124,R35X,M494,,,,,,,
6,R35X,M434,,,,,,,
20,R35X,M792,,M459,,,,,
11,R35X,M452,,,,,,,
22,R35X,M433,,,,,,,
